review_text,sentiment
The reservation didn’t sync and support (Skyler) wasn’t helpful…,negative
Rental was straightforward; got a e?bike for 2 hours.,neutral
Rental was predictable; got a city cruiser for the afternoon.,neutral
Store opened late on Friday; wasted time waiting around!,negative
Booking was easy —the mountain bike rode great on the boardwalk  in cloudy weather!!,positive
Loved the mountain bike for 2 hours; staff (Hayden) was super helpful!,positive
Rental was predictable; got a hybrid bike for half a day.,neutral
Check?in took half an hour and the gravel bike had battery cutting out…,negative
Check?in took almost an hour and the cargo bike had badly adjusted seat.,negative
Booking was quick —the tandem bike rode great on the downtown loop.,positive
Really enjoyed the gravel bike for most of the day; staff (Sage) was super helpful.,positive
The QR code wouldn’t scan and support (Avery) wasn’t helpful…,negative
Booking was stress?free on the city park  in sunny weather!,positive
Check?in took 5 minutes and the tandem bike had loose pedal.,negative
Picked up on Wednesday evening and everything was ready  with a basket. Great value and friendly service!,positive
Rental was standard; got a kids' bike for the afternoon.,neutral
The cargo bike fit perfectly; sizing guidance was spot on.,positive
Rental was basic; got a e?bike for half a day.,neutral
Loved the folding bike for 2 hours; team (Taylor) was super helpful.,positive
Loved the hybrid bike for the afternoon; team (Cameron) was super helpful.,positive
Check?in took 10 minutes and the e?bike had battery cutting out.,negative
Booking was seamless —the road bike rode great on the greenway!,positive
"Clear pricing, easy app, and comfy seat —even on the lakeside path!!",positive
Rental was basic; got a folding bike for three hours.,neutral
Rental was average; got a e?bike for 90 minutes.,neutral
Check?in took 5 minutes and the mountain bike had flat tire!,negative
Really enjoyed the e?bike for an hour; staff (Drew) was super helpful!,positive
Picked up on Thursday at lunch and everything was ready  with a rear rack. Great value and friendly service.,positive
Booking was easy on the river trail  in windy weather!,positive
Unexpected charges at pickup; felt frustrating overall.,negative
Rental was straightforward; got a mountain bike for half a day.,neutral
Picked up on Thursday at lunch and everything was ready  with a child seat. Great value and friendly service!,positive
Rental was average; got a hybrid bike for most of the day.,neutral
Loved the e?bike for most of the day; staff (Morgan) was super helpful!!,positive
Check?in took 10 minutes and the mountain bike had badly adjusted seat!,negative
The QR code wouldn’t scan and support (Sage) wasn’t helpful.,negative
Loved the road bike for 30 minutes; staff (Riley) was super helpful!!,positive
Check?in took 10 minutes and the cargo bike had battery cutting out!,negative
Rental was fine; got a gravel bike for three hours.,neutral
The reservation didn’t sync and support (Dakota) wasn’t helpful.,negative
Booking was seamless on the botanical garden path  in cloudy weather!!,positive
Loved the tandem bike for most of the day; team (Dakota) was super helpful!!,positive
Rental was straightforward; got a city cruiser for three hours.,neutral
"Clear pricing, easy app, and comfy seat —even on the greenway.",positive
The kiosk was down and support (Drew) wasn’t helpful!,negative
Check?in took 10 minutes and the e?bike had sticky shifter!,negative
Rental was fine; got a kids' bike for 45 minutes.,neutral
Seat was uncomfortable the whole time; not renting again!,negative
Check?in took almost an hour and the e?bike had slipping chain!,negative
The website timed out and support (Jordan) wasn’t helpful.,negative
Booking was top?notch on the canal path  in hot weather!,positive
Rental was straightforward; got a tandem bike for 30 minutes.,neutral
Picked up on Monday morning and everything was ready  with a rear rack. Great value and friendly service!!,positive
Rental was ordinary; got a kids' bike for most of the day.,neutral
Rental was standard; got a gravel bike for the afternoon.,neutral
Rental was basic; got a gravel bike for 2 hours.,neutral
Rental was standard; got a tandem bike for all morning.,neutral
The kiosk was down and support (Cameron) wasn’t helpful!,negative
Loved the road bike for 2 hours; staff (Casey) was super helpful!,positive
Picked up on Tuesday afternoon and everything was ready  with a puncture kit. Great value and friendly service!,positive
Booking was quick —the cargo bike rode great on the lakeside path  in mild weather!!,positive
Rental was straightforward; got a folding bike for an hour.,neutral
Rental was basic; got a kids' bike for an hour.,neutral
Really enjoyed the hybrid bike for 45 minutes; staff (Rowan) was super helpful!!,positive
Returned the bikes early and they refunded the difference without me asking!!,positive
Price was fair for the condition and service!,positive
Really enjoyed the hybrid bike for 90 minutes; team (Logan) was super helpful.,positive
Booking was seamless —the gravel bike rode great on the old town  in drizzly weather.,positive
The kiosk was down and support (Rory) wasn’t helpful!,negative
Picked up on early morning and everything was ready  with a lights. Great value and friendly service!!,positive
Rental was adequate; got a tandem bike for most of the day.,neutral
Booking was well organized on the botanical garden path!,positive
Rental was adequate; got a mountain bike for 45 minutes.,neutral
Check?in took half an hour and the mountain bike had slipping chain…,negative
Loved the mountain bike for the afternoon; staff (Elliot) was super helpful!!,positive
Booking was quick on the botanical garden path  in breezy weather!,positive
